,visit_id,name,num_nodes,num_edges,nodes_div_by_edges,edges_div_by_nodes,in_degree,out_degree,in_out_degree,ancestors,descendants,closeness_centrality,average_degree_connectivity,eccentricity,is_parent_script,is_ancestor_script,ascendant_has_ad_keyword,is_eval_or_function,descendant_of_eval_or_function,ascendant_script_has_eval_or_function,ascendant_script_has_fp_keyword,ascendant_script_length,num_get_storage,num_set_storage,num_get_cookie,num_set_cookie,num_script_predecessors,num_script_successors,num_requests_sent,num_requests_received,num_redirects_sent,num_redirects_rec,max_depth_redirect,indirect_in_degree,indirect_out_degree,indirect_ancestors,indirect_descendants,indirect_closeness_centrality,indirect_average_degree_connectivity,indirect_eccentricity,indirect_mean_in_weights,indirect_min_in_weights,indirect_max_in_weights,indirect_mean_out_weights,indirect_min_out_weights,indirect_max_out_weights,num_set_get_src,num_set_mod_src,num_set_url_src,num_get_url_src,num_set_get_dst,num_set_mod_dst,num_set_url_dst,num_get_url_dst,indirect_all_in_degree,indirect_all_out_degree,indirect_all_ancestors,indirect_all_descendants,indirect_all_closeness_centrality,indirect_all_average_degree_connectivity,indirect_all_eccentricity,content_policy_type,url_length,is_subdomain,is_valid_qs,is_third_party,base_domain_in_query,semicolon_in_query,screen_size_present,ad_size_present,ad_size_in_qs_present,keyword_raw_present,keyword_char_present
0,3063639692373196,https://hb.yahoo.net/cksync?cs=63&axid_e=eS0xQ1lDWnZaRTJ1SEN1aTFkd0hRM2VDZkl1ckNleWtYVX5B&gdpr=0&ovsid=cf5ca3a0-24df-411b-94c8-cfd4ea67ae36&dpid=55953,312,628,0.4968152866242038,2.0128205128205128,1,2,3,4,2,0.005144694533762058,4.090909090909091,-1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,3,3,25,24,0.09105477855477856,6.545454545454546,3,1.0,1.0,1.0,1.0,1.0,1.0,0,0,8,0,0,0,3,0,4,4,33,53,0.050022967386311436,7.0,-1,sub_frame,150,0,1,1,0,0,0,0,0,0,0
0,3063639692373196,https://pixel.rubiconproject.com/tap.php?v=8981&nid=2307&put=cf5ca3a0-24df-411b-94c8-cfd4ea67ae36&gdpr=0&gdpr_consent=&expires=30&next=https%3A%2F%2Fmatch.adsrvr.org%2Ftrack%2Fcmf%2Frubicon,312,628,0.4968152866242038,2.0128205128205128,1,3,4,1,5,0.003215434083601286,2.7708333333333335,-1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,1,1,3,3,26,0,0.09647495361781076,0.0,3,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,34,45,0.050918380830727215,2.4285714285714284,-1,sub_frame,189,0,1,1,0,0,0,0,0,1,1
0,3063639692373196,https://match.adsrvr.org/track/cmf/rubicon?gdpr=0,312,628,0.4968152866242038,2.0128205128205128,1,2,3,2,2,0.004287245444801715,4.090909090909091,-1,0,0,1,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,0,6,6,29,5,0.11096450719092228,5.416666666666667,3,1.625,1.0,2.0,2.0,2.0,2.0,6,0,0,0,5,2,1,0,7,7,53,42,0.059422068031815864,7.0,-1,sub_frame,49,0,1,1,0,0,0,0,0,1,1
0,3063639692373196,https://cm.g.doubleclick.net/pixel?google_nid=TheTradeDesk&google_cm&google_sc&google_hm=Y2Y1Y2EzYTAtMjRkZi00MTFiLTk0YzgtY2ZkNGVhNjdhZTM2&gdpr=0&gdpr_consent=&ttd_tdid=cf5ca3a0-24df-411b-94c8-cfd4ea67ae36,312,628,0.4968152866242038,2.0128205128205128,1,2,3,1,4,0.003215434083601286,4.090909090909091,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,4,4,39,0,0.12513368983957218,0.0,3,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,0,0,0,1,0,3,0,5,5,53,42,0.065450393774174,2.7142857142857144,-1,sub_frame,204,0,1,1,0,0,0,0,0,1,0
0,3063639692373196,https://match.adsrvr.org/track/cmf/google?g_uuid=&gdpr=0&gdpr_consent=&ttd_tdid=cf5ca3a0-24df-411b-94c8-cfd4ea67ae36&google_gid=CAESEBNKSdgW5O7OBaJ2De2siIw&google_cver=1,312,628,0.4968152866242038,2.0128205128205128,1,2,3,2,2,0.004287245444801715,4.090909090909091,-1,0,0,1,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,0,7,7,29,5,0.11309844002151694,5.0,3,1.5,1.0,2.0,2.0,2.0,2.0,6,0,0,0,5,2,3,0,8,8,53,42,0.06740413687191053,6.5625,-1,sub_frame,169,0,1,1,0,0,0,0,0,1,1
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/util/gdpr/geo_v3.js,312,628,0.4968152866242038,2.0128205128205128,1,10,11,1,10,0.003215434083601286,8.727272727272727,-1,0,0,0,0,0,0,0,0,19,0,18,0,0,0,0,1,0,0,0,24,24,24,0,0.16783216783216784,0.0,3,2.6153846153846154,1.0,3.0,-1.0,-1.0,-1.0,0,0,0,0,23,0,3,0,25,25,29,10,0.07511611289746338,5.885714285714286,-1,script,65,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/etc.clientlibs/core/wcm/components/commons/datalayer/v1/clientlibs/core.wcm.components.commons.datalayer.v1.min.904d3c2f1e821ab45124d66de422b409.js,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,script,172,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/etc.clientlibs/synopsys/clientlibs/synopsys-headlibs.min.5d97876fc8411139dd8be67724acd8d8.js,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,script,117,1,1,0,0,0,0,0,0,1,0
0,3063639692373196,https://www.synopsys.com/etc.clientlibs/synopsys/clientlibs/synopsys-pagelibs.min.0e4087ccb5d968d5e9191dd517a06630.css,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,stylesheet,118,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/experience-fragments/synopsys/en-us/global/eda/topnav/master/_jcr_content/root/topnav_copy.coreimg.svg/1678726161934/synopsys-logo-color.svg,312,628,0.4968152866242038,2.0128205128205128,1,4,5,1,4,0.003215434083601286,20.46086956521739,-1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,3,3,23,143,0.08603024882094648,30.72972972972973,3,1.3333333333333333,1.0,2.0,1.5054945054945055,1.0,4.0,18,73,0,0,0,0,3,0,4,4,28,308,0.04501607717041801,38.023809523809526,-1,image,173,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/topnav2022/silicon-design-verification.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,88,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/topnav2022/silicon-ip.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,71,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/topnav2022/software-intergrity.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,80,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/imagery/synopsys-hero-banner-1900x500.jpg,312,628,0.4968152866242038,2.0128205128205128,1,4,5,1,4,0.003215434083601286,20.46086956521739,-1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,4,4,23,143,0.08807858807858808,35.68181818181818,3,1.1428571428571428,1.0,2.0,3.5555555555555554,3.0,4.0,18,0,0,0,0,4,3,0,5,5,28,308,0.04583455130078924,43.148148148148145,-1,image,101,1,1,0,0,0,0,1,0,1,1
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/play-button-arrow-sm.svg,312,628,0.4968152866242038,2.0128205128205128,1,4,5,1,4,0.003215434083601286,20.46086956521739,-1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,4,4,23,143,0.08807858807858808,35.68181818181818,3,1.1428571428571428,1.0,2.0,3.5555555555555554,3.0,4.0,18,0,0,0,0,4,3,0,5,5,28,308,0.04583455130078924,43.148148148148145,-1,image,70,1,1,0,0,0,0,0,0,1,1
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/imagery/hp-new-world-of-innovation-thumbnail-525x319.jpg,312,628,0.4968152866242038,2.0128205128205128,1,4,5,1,4,0.003215434083601286,20.46086956521739,-1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,4,4,23,143,0.08807858807858808,35.68181818181818,3,1.1428571428571428,1.0,2.0,3.5555555555555554,3.0,4.0,18,0,0,0,0,4,3,0,5,5,28,308,0.04583455130078924,43.148148148148145,-1,image,116,1,1,0,0,0,0,1,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/solutions/multi-die/images/multi-die-insight-report-homepage-thumb.jpg,312,628,0.4968152866242038,2.0128205128205128,1,4,5,1,4,0.003215434083601286,20.46086956521739,-1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,4,4,23,143,0.08807858807858808,35.68181818181818,3,1.1428571428571428,1.0,2.0,3.5555555555555554,3.0,4.0,18,0,0,0,0,4,3,0,5,5,28,308,0.04583455130078924,43.148148148148145,-1,image,116,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/icon-homepage-silicon-design.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,98,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/icon-homepage-silicon-ip.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,94,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/icon-homepage-sw-security.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,95,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-auto.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,95,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-hpc.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,94,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/satellite.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,79,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-finance.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,98,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-optical.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,98,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-memory.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,97,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-5g.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,93,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-iot.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,94,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-ai.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,93,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-cloud.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,96,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-energy-full.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,102,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-slm.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,94,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/icons/multi-die.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,65,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-dtco.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,95,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-devsecops.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,100,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/icons/solution-ui-icons-hp-supply-chain.svg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,103,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/solutions/cloud-white-paper-mockup-525x315.jpg,312,628,0.4968152866242038,2.0128205128205128,1,4,5,1,4,0.003215434083601286,20.46086956521739,-1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,4,4,23,143,0.08807858807858808,35.68181818181818,3,1.1428571428571428,1.0,2.0,3.5555555555555554,3.0,4.0,18,0,0,0,0,4,3,0,5,5,28,308,0.04583455130078924,43.148148148148145,-1,image,92,1,1,0,0,0,0,1,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/solutions/multi-die-525x315-light.jpg,312,628,0.4968152866242038,2.0128205128205128,1,4,5,1,4,0.003215434083601286,20.46086956521739,-1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,4,4,23,143,0.08807858807858808,35.68181818181818,3,1.1428571428571428,1.0,2.0,3.5555555555555554,3.0,4.0,18,0,0,0,0,4,3,0,5,5,28,308,0.04583455130078924,43.148148148148145,-1,image,83,1,1,0,0,0,0,1,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/sig-assets/gartner-mq-thumb-2.jpg,312,628,0.4968152866242038,2.0128205128205128,1,4,5,1,4,0.003215434083601286,20.46086956521739,-1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,4,4,23,143,0.08807858807858808,35.68181818181818,3,1.1428571428571428,1.0,2.0,3.5555555555555554,3.0,4.0,18,0,0,0,0,4,3,0,5,5,28,308,0.04583455130078924,43.148148148148145,-1,image,79,1,1,0,0,0,0,0,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/imagery/expertise-1900x500-purple.jpg,312,628,0.4968152866242038,2.0128205128205128,1,0,1,1,0,0.003215434083601286,0.0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,24,0,0.08951048951048951,0.0,3,1.3333333333333333,1.0,2.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,3,0,4,4,29,0,0.04662379421221865,0.0,-1,image,97,1,1,0,0,0,0,1,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/imagery/hr-what-were-about-200x200-compressed.jpg,312,628,0.4968152866242038,2.0128205128205128,1,4,5,1,4,0.003215434083601286,20.46086956521739,-1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,4,4,23,143,0.08807858807858808,35.68181818181818,3,1.1428571428571428,1.0,2.0,3.5555555555555554,3.0,4.0,18,0,0,0,0,4,3,0,5,5,28,308,0.04583455130078924,43.148148148148145,-1,image,109,1,1,0,0,0,0,1,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/imagery/hr-our-committment-200x200-compressed.jpg,312,628,0.4968152866242038,2.0128205128205128,1,4,5,1,4,0.003215434083601286,20.46086956521739,-1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,4,4,23,143,0.08807858807858808,35.68181818181818,3,1.1428571428571428,1.0,2.0,3.5555555555555554,3.0,4.0,18,0,0,0,0,4,3,0,5,5,28,308,0.04583455130078924,43.148148148148145,-1,image,109,1,1,0,0,0,0,1,0,0,0
0,3063639692373196,https://www.synopsys.com/content/dam/synopsys/homepage/2021/imagery/hr-join-us-200x200-compressed.jpg,312,628,0.4968152866242038,2.0128205128205128,1,4,5,1,4,0.003215434083601286,20.46086956521739,-1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,4,4,23,143,0.08807858807858808,35.68181818181818,3,1.1428571428571428,1.0,2.0,3.5555555555555554,3.0,4.0,18,0,0,0,0,4,3,0,5,5,28,308,0.04583455130078924,43.148148148148145,-1,image,101,1,1,0,0,0,0,1,0,0,0
